"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_COMMODITIES";"INDICE";"TIPO";"TIPO_MOEDA";"NO_COMMODITIES";"NO_TIPO_CLASSIFICACAO";"NO_CLASSIFICACAO_MIN"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_4";"142,02802086425697";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_2";"137,99595935862459";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_3";"197,53759281822761";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_1";"178,71123550912117";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2025";"1";"COMMODITIES_TOTAL_1";"171,13273739088959";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_4";"403,02281747742103";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_2";"278,59943219381222";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_3";"142,81104699056584";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_1";"160,72122753487392";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2025";"1";"COMMODITIES_TOTAL_1";"202,88292984628561";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_4";"130,13860788505829";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_2";"124,57051484990234";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_3";"144,48563395893069";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2025";"1";"COMMODITIES_CO_GRUPO_1";"196,13379661387413";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2025";"1";"COMMODITIES_TOTAL_1";"142,08466933308205";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_4";"142,11730693670205";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_2";"84,20986315724922";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_3";"193,06258476682444";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2025";"1";"COMMODITIES_CO_GRUPO_1";"190,12040925295625";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2025";"1";"COMMODITIES_TOTAL_1";"161,27112275849737";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_4";"126,88086890953502";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_2";"141,82002457319874";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_3";"186,86068287744163";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_1";"180,53125374698783";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"12";"COMMODITIES_TOTAL_1";"162,80883051942851";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_4";"163,53138787946654";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_2";"224,06535461787990";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_3";"150,28967554941963";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_1";"179,06514491033937";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"12";"COMMODITIES_TOTAL_1";"170,60778991462732";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_4";"135,64026771825326";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_2";"144,53176591952231";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_3";"195,51438408843993";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_1";"180,32944830688879";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"12";"COMMODITIES_TOTAL_1";"172,44737384892719";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_4";"229,05823530136757";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_2";"237,79041037772242";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_3";"146,83144271104180";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_1";"179,04464911004220";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"12";"COMMODITIES_TOTAL_1";"182,37327161460169";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_4";"125,55113320720596";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_2";"125,10229846424646";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_3";"142,16806570820677";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"12";"COMMODITIES_CO_GRUPO_1";"192,83134003147097";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"12";"COMMODITIES_TOTAL_1";"138,70360791912066";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_4";"107,98505252593725";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_2";"60,29845597861391";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_3";"189,09034296032939";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"12";"COMMODITIES_CO_GRUPO_1";"162,82794928875765";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"12";"COMMODITIES_TOTAL_1";"135,64934380869670";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_4";"134,90339636560645";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_2";"140,89356924112991";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_3";"184,11537082263905";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_1";"180,31256948431749";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"11";"COMMODITIES_TOTAL_1";"164,12930949837943";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_4";"233,00915384873574";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_2";"212,60665164687208";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_3";"169,36486880494692";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_1";"197,64498519838457";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"11";"COMMODITIES_TOTAL_1";"200,02927388355278";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_4";"144,97773994547862";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_2";"143,59777810250037";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_3";"192,04113566564280";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_1";"179,97415820943712";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"11";"COMMODITIES_TOTAL_1";"173,28291937700911";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_4";"374,71699604832918";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_2";"225,22300936101257";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_3";"158,93354428089279";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_1";"201,21076667968305";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"11";"COMMODITIES_TOTAL_1";"217,15395294085829";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_4";"131,65649338657741";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_2";"121,30426819897163";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_3";"143,98644791026922";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"11";"COMMODITIES_CO_GRUPO_1";"190,25028651252194";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"11";"COMMODITIES_TOTAL_1";"142,02996114944415";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_4";"117,29061803549317";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_2";"61,13258290215396";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_3";"230,15244357969013";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"11";"COMMODITIES_CO_GRUPO_1";"163,56410096708191";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"11";"COMMODITIES_TOTAL_1";"150,78083606168565";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_4";"129,88563507386687";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_2";"143,46354685776518";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_3";"175,39801906446817";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_1";"177,38103617839886";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"10";"COMMODITIES_TOTAL_1";"159,73080001174500";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_4";"245,91985420389469";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_2";"197,02925454406562";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_3";"175,56224923776557";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_1";"238,72870718194048";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"10";"COMMODITIES_TOTAL_1";"220,39958647220078";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_4";"139,06335409790276";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_2";"146,40597000695178";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_3";"175,81812225568990";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_1";"176,72611530237549";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"10";"COMMODITIES_TOTAL_1";"167,61627412566017";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_4";"349,68789802972202";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_2";"206,94162023063706";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_3";"152,51477038658442";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_1";"244,64751249099859";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"10";"COMMODITIES_TOTAL_1";"231,22551356320747";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_4";"127,50811765182992";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_2";"126,12496101097832";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_3";"146,75411178862987";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"10";"COMMODITIES_CO_GRUPO_1";"199,99205456583945";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"10";"COMMODITIES_TOTAL_1";"141,92170050226164";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_4";"159,27566023885987";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_2";"71,18787768395532";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_3";"278,70601578479028";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"10";"COMMODITIES_CO_GRUPO_1";"173,78821879866547";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"10";"COMMODITIES_TOTAL_1";"188,40118097776644";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_4";"137,57197018432873";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_2";"153,00230839634875";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_3";"177,86429563382907";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_1";"173,68081361230770";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"9";"COMMODITIES_TOTAL_1";"161,90636285528183";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_4";"212,43027583588579";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_2";"181,69574327445471";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_3";"175,18151044949434";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_1";"239,88530580796584";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"9";"COMMODITIES_TOTAL_1";"211,11260308387801";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_4";"148,07315568977367";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_2";"156,19531868306453";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_3";"179,73442391374002";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_1";"172,38856960671328";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"9";"COMMODITIES_TOTAL_1";"169,12078717469365";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_4";"274,88801130181952";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_2";"190,09546631958625";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_3";"159,78829588762270";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_1";"247,67683640330236";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"9";"COMMODITIES_TOTAL_1";"221,79413815188695";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_4";"132,89195536143427";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_2";"128,61009664244082";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_3";"147,41283955313261";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"9";"COMMODITIES_CO_GRUPO_1";"201,10239911824891";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"9";"COMMODITIES_TOTAL_1";"144,99676476078255";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_4";"159,85207147534885";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_2";"75,81745148985790";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_3";"254,85886634894240";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"9";"COMMODITIES_CO_GRUPO_1";"161,09551445955861";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"9";"COMMODITIES_TOTAL_1";"180,92430683462419";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_4";"138,31898759550685";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_2";"153,56048268459440";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_3";"180,92573238275659";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_1";"173,26567469933357";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"8";"COMMODITIES_TOTAL_1";"162,27719004622892";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_4";"236,87552439981329";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_2";"141,20210060858943";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_3";"170,41044682799387";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_1";"248,43732574615154";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"8";"COMMODITIES_TOTAL_1";"216,62150614659103";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_4";"148,04082419511724";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_2";"156,59634901711183";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_3";"186,11556063494530";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_1";"172,59838526074452";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2024";"8";"COMMODITIES_TOTAL_1";"169,95827726543661";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_4";"334,13097925936006";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_2";"147,71002626697057";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_3";"147,27790697354308";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2024";"8";"COMMODITIES_CO_GRUPO_1";"257,30716080309861";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2024";"8";"COMMODITIES_TOTAL_1";"228,35817544508626";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_4";"137,46135217225120";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2024";"8";"COMMODITIES_CO_GRUPO_2";"127,43761012279845";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
